Mes,Dia,Anio,Tmin,Tmax,Tavg
12,13,1965,15,16,17
12,14,1965,13.5,16.5,19.5
12,15,1965,13.5,16.25,19
12,16,1965,14,16,18
12,17,1965,12.5,16,19.5
12,18,1965,13,15.5,18
12,19,1965,11.5,14.25,17
12,20,1965,10,14.5,19
12,21,1965,11,14.5,18
12,22,1965,10,13.75,17.5
12,23,1965,11,14.5,18
12,24,1965,10,13.5,17
12,25,1965,9.5,13,16.5
12,26,1965,9,14,19
12,27,1965,10,12.5,15
12,28,1965,8.5,11.25,14
12,29,1965,7,10.75,14.5
12,30,1965,6,10.5,15
12,31,1965,7.5,13,18.5
1,1,1966,5.5,14.75,24
1,2,1966,7,16,25
1,3,1966,6,15,24
1,4,1966,5.5,13.25,21
1,5,1966,6,13.25,20.5
1,6,1966,7,13,19
1,7,1966,5,13,21
1,8,1966,8,14,20
1,9,1966,7,14,21
1,10,1966,8.5,15.75,23
1,11,1966,11,16.75,22.5
1,12,1966,10,16.5,23
1,13,1966,11,14,17
1,14,1966,4,10.5,17
1,15,1966,5,10.75,16.5
1,16,1966,4,11.75,19.5
1,17,1966,4.5,7,9.5
1,18,1966,3.5,5.5,7.5
1,19,1966,3.5,7.75,12
1,20,1966,4.5,6,7.5
1,21,1966,4.5,6.75,9
1,22,1966,1,4,7
1,23,1966,0.5,4,7.5
1,24,1966,1,6.25,11.5
1,25,1966,3.5,6.75,10
1,26,1966,5.5,6.75,8
1,27,1966,3,5.25,7.5
1,28,1966,3,6.5,10
1,29,1966,4,6.75,9.5
1,30,1966,3,9,15
1,31,1966,4,13,22
2,1,1966,6.5,12.25,18
2,2,1966,6,12.75,19.5
2,3,1966,4,11,18
2,4,1966,3,11,19
2,5,1966,4,12,20
2,6,1966,3.5,12.25,21
2,7,1966,4,13.25,22.5
2,8,1966,10,15.25,20.5
2,9,1966,6,13.5,21
2,10,1966,6,14,22
2,11,1966,7.5,17.5,27.5
2,12,1966,5,14,23
2,13,1966,6,15,24
2,14,1966,7,11,15
2,15,1966,7,12.25,17.5
2,16,1966,7,12.75,18.5
2,17,1966,7.5,11.5,15.5
2,18,1966,6.5,15.5,24.5
2,19,1966,7.5,15.25,23
2,20,1966,6.5,15.25,24
2,21,1966,7,12.25,17.5
2,22,1966,3.5,4.25,5
2,23,1966,0.5,2.25,4
2,24,1966,0,5.25,10.5
2,25,1966,1.5,6.75,12
2,26,1966,4,12,20
2,27,1966,4.5,13,21.5
2,28,1966,5,NaN,NaN
3,1,1966,9,16.5,24
3,2,1966,10.5,21.75,33
3,3,1966,10,22,34
3,4,1966,11,23,35
3,5,1966,11.5,22.25,33
3,6,1966,12,15.75,19.5
3,7,1966,6,9.75,13.5
3,8,1966,8,12,16
3,9,1966,11.5,13.75,16
3,10,1966,13,16.25,19.5
3,11,1966,13,19,25
3,12,1966,12,18,24
3,13,1966,10,17.5,25
3,14,1966,12,18.75,25.5
3,15,1966,14,18.75,23.5
3,16,1966,15.5,18.75,22
3,17,1966,15,21.5,28
3,18,1966,15,22,29
3,19,1966,16,21.75,27.5
3,20,1966,15,20.5,26
3,21,1966,13,20.25,27.5
3,22,1966,14.5,23,31.5
3,23,1966,12,21.25,30.5
3,24,1966,10,20.5,31
3,25,1966,11,20,29
3,26,1966,11.5,20.75,30
3,27,1966,12,20.5,29
3,28,1966,11,19.5,28
3,29,1966,7,12,17
3,30,1966,9,14.25,19.5
3,31,1966,12,16.5,21
4,1,1966,13,17.5,22
4,2,1966,13.5,22.75,32
4,3,1966,12.5,21.75,31
4,4,1966,12,23,34
4,5,1966,12.5,21.75,31
4,6,1966,11.5,21.75,32
4,7,1966,11,20.75,30.5
4,8,1966,13,23,33
4,9,1966,14,23,32
4,10,1966,13.5,23.25,33
4,11,1966,12,20.75,29.5
4,12,1966,17,26.5,36
4,13,1966,21,28,35
4,14,1966,20,22.5,25
4,15,1966,13,15.5,18
4,16,1966,12.5,19.75,27
4,17,1966,15,20.5,26
4,18,1966,14.5,21.25,28
4,19,1966,16,23,30
4,20,1966,20,25.5,31
4,21,1966,19,25.5,32
4,22,1966,20,25,30
4,23,1966,19,25,31
4,24,1966,20,26,32
4,25,1966,19,24.5,30
4,26,1966,18,25.5,33
4,27,1966,19,26.25,33.5
4,28,1966,19,24.5,30
4,29,1966,21.5,26.25,31
4,30,1966,20,22,24
5,1,1966,13,16,19
5,2,1966,12.5,16.25,20
5,3,1966,13,17,21
5,4,1966,14,17.25,20.5
5,5,1966,15,18.25,21.5
5,6,1966,15.5,19.25,23
5,7,1966,15,23,31
5,8,1966,14.5,22.25,30
5,9,1966,15.5,21.75,28
5,10,1966,18,23.75,29.5
5,11,1966,17,23.5,30
5,12,1966,18,24.25,30.5
5,13,1966,21,24,27
5,14,1966,20.5,25.25,30
5,15,1966,20.5,24.75,29
5,16,1966,21,27.5,34
5,17,1966,24,28.5,33
5,18,1966,22,26.75,31.5
5,19,1966,19.5,24.75,30
5,20,1966,21.5,26.25,31
5,21,1966,23,28.5,34
5,22,1966,22.5,28.5,34.5
5,23,1966,23,29.5,36
5,24,1966,24.5,28.25,32
5,25,1966,19,24.5,30
5,26,1966,18,23.5,29
5,27,1966,19,24.75,30.5
5,28,1966,21,27.5,34
5,29,1966,20,26.75,33.5
5,30,1966,19,26,33
5,31,1966,18.5,25.25,32
6,1,1966,19,24.5,30
6,2,1966,19,24,29
6,3,1966,18,25.5,33
6,4,1966,18.5,25,31.5
6,5,1966,18,25.75,33.5
6,6,1966,19,24.5,30
6,7,1966,18,24.5,31
6,8,1966,19,25.5,32
6,9,1966,20,26.75,33.5
6,10,1966,20.5,26.25,32
6,11,1966,20,25.5,31
6,12,1966,19.5,26.25,33
6,13,1966,20.5,27.75,35
6,14,1966,19.5,27,34.5
6,15,1966,19,25,31
6,16,1966,21,26.25,31.5
6,17,1966,22,26,30
6,18,1966,21,26.5,32
6,19,1966,19.5,26.25,33
6,20,1966,20.5,24.5,28.5
6,21,1966,20.5,24.5,28.5
6,22,1966,15,22,29
6,23,1966,20,23.75,27.5
6,24,1966,20,25,30
6,25,1966,21,25,29
6,26,1966,20.5,24.25,28
6,27,1966,20,24,28
6,28,1966,20,24.75,29.5
6,29,1966,21,25.25,29.5
6,30,1966,21.5,25.75,30
7,1,1966,21,26.25,31.5
7,2,1966,22,27,32
7,3,1966,21.5,26.75,32
7,4,1966,20.5,25.75,31
7,5,1966,21.5,25.75,30
7,6,1966,21,25.75,30.5
7,7,1966,22,26.75,31.5
7,8,1966,22,26.75,31.5
7,9,1966,23,27,31
7,10,1966,21.5,27.25,33
7,11,1966,22,27,32
7,12,1966,21.5,26.5,31.5
7,13,1966,22,27.5,33
7,14,1966,21.5,26.5,31.5
7,15,1966,20,26.5,33
7,16,1966,21.5,27.25,33
7,17,1966,21,27.5,34
7,18,1966,22,27.5,33
7,19,1966,21,26.75,32.5
7,20,1966,21.5,27.5,33.5
7,21,1966,22,28.25,34.5
7,22,1966,23,28,33
7,23,1966,22.5,28,33.5
7,24,1966,23,29,35
7,25,1966,22.5,28.25,34
7,26,1966,22,28.75,35.5
7,27,1966,23,28.5,34
7,28,1966,22,27.5,33
7,29,1966,21.5,28.25,35
7,30,1966,22.5,28.5,34.5
7,31,1966,22.5,28.75,35
8,1,1966,23,28.5,34
8,2,1966,22.5,28,33.5
8,3,1966,22,29.5,37
8,4,1966,22,29.75,37.5
8,5,1966,22,29,36
8,6,1966,23,28.5,34
8,7,1966,22.5,29.75,37
8,8,1966,21.5,26.75,32
8,9,1966,23,27.5,32
8,10,1966,23.5,28,32.5
8,11,1966,23,28,33
8,12,1966,22,28,34
8,13,1966,23,29,35
8,14,1966,22,28,34
8,15,1966,21.5,27,32.5
8,16,1966,21,27.5,34
8,17,1966,22,27.75,33.5
8,18,1966,23,28.5,34
8,19,1966,22,29,36
8,20,1966,20.5,28.75,37
8,21,1966,21,29.5,38
8,22,1966,22,28.25,34.5
8,23,1966,21,28,35
8,24,1966,22,28,34
8,25,1966,21.5,26,30.5
8,26,1966,19.5,23,26.5
8,27,1966,18,23.75,29.5
8,28,1966,20,25,30
8,29,1966,21,26,31
8,30,1966,21.5,26.5,31.5
8,31,1966,20,26.5,33
9,1,1966,20.5,27,33.5
9,2,1966,21,26,31
9,3,1966,20,26.5,33
9,4,1966,21,27.5,34
9,5,1966,22,28.5,35
9,6,1966,21.5,27.25,33
9,7,1966,21,24.75,28.5
9,8,1966,20,23.5,27
9,9,1966,20,23.5,27
9,10,1966,21,24.5,28
9,11,1966,20.5,25,29.5
9,12,1966,20,25.75,31.5
9,13,1966,20.5,26.25,32
9,14,1966,21,27.5,34
9,15,1966,21,27.5,34
9,16,1966,21,28,35
9,17,1966,21.5,27.25,33
9,18,1966,20.5,26.75,33
9,19,1966,21,27,33
9,20,1966,20.5,26.75,33
9,21,1966,19.5,24.5,29.5
9,22,1966,20,25.25,30.5
9,23,1966,18,24.75,31.5
9,24,1966,18.5,25.5,32.5
9,25,1966,20,25.5,31
9,26,1966,18,25.5,33
9,27,1966,18.5,28.25,38
9,28,1966,21,26.5,32
9,29,1966,22.5,27,31.5
9,30,1966,21,28,35
10,1,1966,16,24.5,33
10,2,1966,16.5,24.5,32.5
10,3,1966,17,24,31
10,4,1966,16,24,32
10,5,1966,15,22.75,30.5
10,6,1966,16.5,17.75,19
10,7,1966,16,19.25,22.5
10,8,1966,17,20,23
10,9,1966,16.5,24.75,33
10,10,1966,16,22,28
10,11,1966,19.5,22.75,26
10,12,1966,20,24,28
10,13,1966,21.5,26.5,31.5
10,14,1966,22.5,25.75,29
10,15,1966,18,23.25,28.5
10,16,1966,15,21.25,27.5
10,17,1966,14,20.75,27.5
10,18,1966,17.5,22,26.5
10,19,1966,14.5,19.25,24
10,20,1966,11,17,23
10,21,1966,10,19.25,28.5
10,22,1966,13,21,29
10,23,1966,12,23,34
10,24,1966,12.5,19.25,26
10,25,1966,18,22,26
10,26,1966,11.5,19.25,27
10,27,1966,12,20,28
10,28,1966,13,19,25
10,29,1966,12,18.25,24.5
10,30,1966,12.5,19.25,26
10,31,1966,11,19.25,27.5
11,1,1966,8.5,18.75,29
11,2,1966,7.5,15.25,23
11,3,1966,6.5,15.5,24.5
11,4,1966,6,15.25,24.5
11,5,1966,7,16,25
11,6,1966,8,16.75,25.5
11,7,1966,10,18,26
11,8,1966,11,19,27
11,9,1966,13.5,23.25,33
11,10,1966,14,24.5,35
11,11,1966,16,23,30
11,12,1966,14,21.5,29
11,13,1966,13,19,25
11,14,1966,9,14.25,19.5
11,15,1966,12,15,18
11,16,1966,7.5,13.25,19
11,17,1966,7,15.75,24.5
11,18,1966,8,16.5,25
11,19,1966,11,17.75,24.5
11,20,1966,13,19.5,26
11,21,1966,12,19.5,27
11,22,1966,11.5,19,26.5
11,23,1966,12,18.25,24.5
11,24,1966,14,20,26
11,25,1966,13.5,20.25,27
11,26,1966,13,19.75,26.5
11,27,1966,12,18,24
11,28,1966,-1.5,8.5,18.5
11,29,1966,-5,7,19
11,30,1966,-0.5,12,24.5
12,1,1966,7,16.5,26
12,2,1966,6,16.5,27
12,3,1966,6.5,17.25,28
12,4,1966,7,18,29
12,5,1966,8,17.75,27.5
12,6,1966,10,18,26
12,7,1966,8,16,24
12,8,1966,6,14,22
12,9,1966,5.5,15,24.5
12,10,1966,6,11,16
12,11,1966,-1.5,5.75,13
12,12,1966,-2,8.25,18.5
12,13,1966,-5,5.75,16.5
12,14,1966,-3.5,6.75,17
12,15,1966,-2,9.75,21.5
12,16,1966,1,10,19
12,17,1966,-5,8.75,22.5
12,18,1966,0.5,12.25,24
12,19,1966,1.5,13.5,25.5
12,20,1966,2,14.25,26.5
12,21,1966,1,11,21
12,22,1966,9,16.25,23.5
12,23,1966,6.5,8.25,10
12,24,1966,3.5,5.75,8
12,25,1966,3.5,7.75,12
12,26,1966,3.5,9.25,15
12,27,1966,6,17.25,28.5
12,28,1966,7.5,14.75,22
12,29,1966,3.5,7.25,11
12,30,1966,2,11,20
12,31,1966,3,12.75,22.5
1,1,1967,NaN,NaN,NaN
1,2,1967,NaN,NaN,NaN
1,3,1967,NaN,NaN,NaN
1,4,1967,NaN,NaN,NaN
1,5,1967,NaN,NaN,NaN
1,6,1967,NaN,NaN,NaN
1,7,1967,NaN,NaN,NaN
1,8,1967,NaN,NaN,NaN
1,9,1967,NaN,NaN,NaN
1,10,1967,NaN,NaN,NaN
1,11,1967,NaN,NaN,NaN
1,12,1967,NaN,NaN,NaN
1,13,1967,NaN,NaN,NaN
1,14,1967,NaN,NaN,NaN
1,15,1967,NaN,NaN,NaN
1,16,1967,NaN,NaN,NaN
1,17,1967,NaN,NaN,NaN
1,18,1967,NaN,NaN,NaN
1,19,1967,NaN,NaN,NaN
1,20,1967,NaN,NaN,NaN
1,21,1967,NaN,NaN,NaN
1,22,1967,NaN,NaN,NaN
1,23,1967,NaN,NaN,NaN
1,24,1967,NaN,NaN,NaN
1,25,1967,NaN,NaN,NaN
1,26,1967,NaN,NaN,NaN
1,27,1967,NaN,NaN,NaN
1,28,1967,NaN,NaN,NaN
1,29,1967,NaN,NaN,NaN
1,30,1967,NaN,NaN,NaN
1,31,1967,NaN,NaN,NaN
2,1,1967,NaN,NaN,NaN
2,2,1967,NaN,NaN,NaN
2,3,1967,NaN,NaN,NaN
2,4,1967,NaN,NaN,NaN
2,5,1967,NaN,NaN,NaN
2,6,1967,NaN,NaN,NaN
2,7,1967,NaN,NaN,NaN
2,8,1967,NaN,NaN,NaN
2,9,1967,NaN,NaN,NaN
2,10,1967,NaN,NaN,NaN
2,11,1967,NaN,NaN,NaN
2,12,1967,NaN,NaN,NaN
2,13,1967,NaN,NaN,NaN
2,14,1967,NaN,NaN,NaN
2,15,1967,NaN,NaN,NaN
2,16,1967,NaN,NaN,NaN
2,17,1967,NaN,NaN,NaN
2,18,1967,NaN,NaN,NaN
2,19,1967,NaN,NaN,NaN
2,20,1967,NaN,NaN,NaN
2,21,1967,NaN,NaN,NaN
2,22,1967,NaN,NaN,NaN
2,23,1967,NaN,NaN,NaN
2,24,1967,NaN,NaN,NaN
2,25,1967,NaN,NaN,NaN
2,26,1967,NaN,NaN,NaN
2,27,1967,NaN,NaN,NaN
2,28,1967,NaN,NaN,NaN
3,1,1967,5.5,16.75,28
3,2,1967,5.5,18.25,31
3,3,1967,9,20.5,32
3,4,1967,8,20.5,33
3,5,1967,11,22,33
3,6,1967,10.5,22.75,35
3,7,1967,8.5,23.25,38
3,8,1967,10,24,38
3,9,1967,11,23.5,36
3,10,1967,4,15.5,27
3,11,1967,6.5,17.25,28
3,12,1967,7,18,29
3,13,1967,12,22.25,32.5
3,14,1967,14,23,32
3,15,1967,11.5,17.75,24
3,16,1967,11,16,21
3,17,1967,13,18.75,24.5
3,18,1967,14,18.75,23.5
3,19,1967,15,21.5,28
3,20,1967,17,24,31
3,21,1967,12.5,21.25,30
3,22,1967,14.5,20.25,26
3,23,1967,13,19.75,26.5
3,24,1967,12,18.5,25
3,25,1967,13,21.5,30
3,26,1967,16,22.75,29.5
3,27,1967,12,21.5,31
3,28,1967,13,22.25,31.5
3,29,1967,14.5,22.25,30
3,30,1967,15,22,29
3,31,1967,16.5,21.25,26
4,1,1967,12,20.5,29
4,2,1967,13.5,21,28.5
4,3,1967,14,21.5,29
4,4,1967,13.5,21.75,30
4,5,1967,14,21.5,29
4,6,1967,14.5,22.75,31
4,7,1967,13,22.5,32
4,8,1967,14,23.5,33
4,9,1967,13.5,24.75,36
4,10,1967,15,24.5,34
4,11,1967,16,24,32
4,12,1967,14,23.5,33
4,13,1967,15,24.5,34
4,14,1967,17,24.5,32
4,15,1967,18,25.75,33.5
4,16,1967,17.5,24.25,31
4,17,1967,15,24,33
4,18,1967,16,23.5,31
4,19,1967,19,25.5,32
4,20,1967,17,26.25,35.5
4,21,1967,16.5,27.75,39
4,22,1967,18,28.5,39
4,23,1967,25,31.5,38
4,24,1967,24,29.25,34.5
4,25,1967,21.5,27.25,33
4,26,1967,21,28.25,35.5
4,27,1967,19,24,29
4,28,1967,18.5,23.25,28
4,29,1967,18,23.75,29.5
4,30,1967,19.5,25.25,31
5,1,1967,21,27,33
5,2,1967,20,23,26
5,3,1967,15,25,35
5,4,1967,18,27.25,36.5
5,5,1967,22,28.75,35.5
5,6,1967,22.5,29.25,36
5,7,1967,24,31,38
5,8,1967,23.5,30.5,37.5
5,9,1967,23,31,39
5,10,1967,25,31.75,38.5
5,11,1967,24,31.75,39.5
5,12,1967,18,26.5,35
5,13,1967,19,25.75,32.5
5,14,1967,22,30.75,39.5
5,15,1967,18.5,23,27.5
5,16,1967,15,21.75,28.5
5,17,1967,17.5,24,30.5
5,18,1967,18,24.5,31
5,19,1967,18.5,25.75,33
5,20,1967,19,25.5,32
5,21,1967,18,25.5,33
5,22,1967,17.5,24.75,32
5,23,1967,16,24.5,33
5,24,1967,17,24.5,32
5,25,1967,17.5,22.75,28
5,26,1967,18,24.5,31
5,27,1967,17,24.5,32
5,28,1967,18,25.25,32.5
5,29,1967,20.5,28,35.5
5,30,1967,22.5,30.25,38
5,31,1967,23,32,41
6,1,1967,23.5,28.75,34
6,2,1967,20.5,26,31.5
6,3,1967,21.5,26.25,31
6,4,1967,19,24.75,30.5
6,5,1967,20,25.5,31
6,6,1967,20,26,32
6,7,1967,20.5,26.75,33
6,8,1967,21,28,35
6,9,1967,21.5,28.75,36
6,10,1967,22,28.5,35
6,11,1967,21,27.5,34
6,12,1967,22,29,36
6,13,1967,22,28,34
6,14,1967,20.5,27,33.5
6,15,1967,21,27,33
6,16,1967,22,27.5,33
6,17,1967,22.5,28.5,34.5
6,18,1967,21.5,28.75,36
6,19,1967,23,28.75,34.5
6,20,1967,22,28.5,35
6,21,1967,20.5,28.25,36
6,22,1967,21.5,28.25,35
6,23,1967,22,28,34
6,24,1967,23,29,35
6,25,1967,23.5,28.75,34
6,26,1967,21,29.25,37.5
6,27,1967,21.5,28.75,36
6,28,1967,22,28.25,34.5
6,29,1967,23,29,35
6,30,1967,22.5,28.25,34
7,1,1967,22.5,30,37.5
7,2,1967,23,29,35
7,3,1967,22.5,30.5,38.5
7,4,1967,22,29.5,37
7,5,1967,23,31,39
7,6,1967,24,30.75,37.5
7,7,1967,22.5,30.25,38
7,8,1967,23,30.25,37.5
7,9,1967,24,31,38
7,10,1967,23.5,30,36.5
7,11,1967,24,30.5,37
7,12,1967,23.5,30.75,38
7,13,1967,22.5,29.5,36.5
7,14,1967,20,25,30
7,15,1967,21.5,26.25,31
7,16,1967,21,27,33
7,17,1967,20.5,26.5,32.5
7,18,1967,21.5,28.5,35.5
7,19,1967,22,28,34
7,20,1967,21.5,28.5,35.5
7,21,1967,22,28.5,35
7,22,1967,21,29,37
7,23,1967,23,29.5,36
7,24,1967,22,30,38
7,25,1967,23,30.75,38.5
7,26,1967,24,30.75,37.5
7,27,1967,23,30.5,38
7,28,1967,23.5,31,38.5
7,29,1967,22.5,30,37.5
7,30,1967,23,30.5,38
7,31,1967,24,31.5,39
8,1,1967,23.5,31.5,39.5
8,2,1967,24,31,38
8,3,1967,22,29.75,37.5
8,4,1967,22.5,29.75,37
8,5,1967,21.5,27.75,34
8,6,1967,22.5,30.5,38.5
8,7,1967,22,28.75,35.5
8,8,1967,21.5,29.5,37.5
8,9,1967,22,29.5,37
8,10,1967,22.5,30.25,38
8,11,1967,23,30.25,37.5
8,12,1967,20,28.25,36.5
8,13,1967,22,28.5,35
8,14,1967,18.5,24.5,30.5
8,15,1967,19,26.5,34
8,16,1967,21,27,33
8,17,1967,22,27,32
8,18,1967,18.5,24.25,30
8,19,1967,19.5,24,28.5
8,20,1967,19,24.5,30
8,21,1967,20.5,25.25,30
8,22,1967,20,24.75,29.5
8,23,1967,19.5,24.25,29
8,24,1967,20.5,23.75,27
8,25,1967,20,24.75,29.5
8,26,1967,20.5,24.25,28
8,27,1967,19.5,24.5,29.5
8,28,1967,19,22.5,26
8,29,1967,20,24,28
8,30,1967,19.5,24.75,30
8,31,1967,19,25,31
9,1,1967,20.5,26.25,32
9,2,1967,19.5,25.5,31.5
9,3,1967,20,26,32
9,4,1967,20,25.75,31.5
9,5,1967,20,29.25,38.5
9,6,1967,21,25.75,30.5
9,7,1967,20,25.5,31
9,8,1967,21,26.25,31.5
9,9,1967,19.5,25.75,32
9,10,1967,21,26,31
9,11,1967,19,25,31
9,12,1967,19.5,25,30.5
9,13,1967,19,25,31
9,14,1967,20,26,32
9,15,1967,21,26.5,32
9,16,1967,21,25.25,29.5
9,17,1967,20.5,24.5,28.5
9,18,1967,19.5,24.75,30
9,19,1967,21,24.75,28.5
9,20,1967,20,25.5,31
9,21,1967,20.5,23.75,27
9,22,1967,20,22.25,24.5
9,23,1967,19,22.25,25.5
9,24,1967,18,22.5,27
9,25,1967,18.5,22.75,27
9,26,1967,19,23.25,27.5
9,27,1967,20.5,22.25,24
9,28,1967,14.5,19.25,24
9,29,1967,12,18.5,25
9,30,1967,13,19.25,25.5
10,1,1967,12,19,26
10,2,1967,12.5,19,25.5
10,3,1967,13,21,29
10,4,1967,17,22,27
10,5,1967,20,21.25,22.5
10,6,1967,21,22.5,24
10,7,1967,19,23.5,28
10,8,1967,17.5,22.25,27
10,9,1967,10,19,28
10,10,1967,11,19.25,27.5
10,11,1967,13,19.5,26
10,12,1967,14,21.25,28.5
10,13,1967,20,24.5,29
10,14,1967,20.5,24.25,28
10,15,1967,16,20.5,25
10,16,1967,14.5,19.25,24
10,17,1967,7,16.5,26
10,18,1967,8,16.75,25.5
10,19,1967,9,17.5,26
10,20,1967,11,17.5,24
10,21,1967,13,20,27
10,22,1967,15,20.75,26.5
10,23,1967,15.5,22.25,29
10,24,1967,13,22,31
10,25,1967,14,20.5,27
10,26,1967,13,21.75,30.5
10,27,1967,13,19.5,26
10,28,1967,16,21.5,27
10,29,1967,15,19.75,24.5
10,30,1967,11,17,23
10,31,1967,9,17,25
11,1,1967,12,19,26
11,2,1967,13,20.5,28
11,3,1967,9.5,18,26.5
11,4,1967,8,18.75,29.5
11,5,1967,7,20.5,34
11,6,1967,7.5,18.75,30
11,7,1967,9,20,31
11,8,1967,8,10,12
11,9,1967,9,11.5,14
11,10,1967,11,17,23
11,11,1967,13,21.5,30
11,12,1967,13,21.75,30.5
11,13,1967,15,19.5,24
11,14,1967,13.5,20.25,27
11,15,1967,12,19,26
11,16,1967,12,18.75,25.5
11,17,1967,13,20,27
11,18,1967,15.5,19.75,24
11,19,1967,15,20,25
11,20,1967,14,20,26
11,21,1967,16.5,23.5,30.5
11,22,1967,16.5,23.25,30
11,23,1967,15,24,33
11,24,1967,17,24.5,32
11,25,1967,18,24.5,31
11,26,1967,17,24.75,32.5
11,27,1967,18,21.5,25
11,28,1967,13,18.5,24
11,29,1967,11,17,23
11,30,1967,13,18.75,24.5
12,1,1967,16,20.5,25
12,2,1967,16,19.5,23
12,3,1967,8,12.5,17
12,4,1967,4,12.25,20.5
12,5,1967,3,13.25,23.5
12,6,1967,11,18.75,26.5
12,7,1967,13,18,23
12,8,1967,15,19.5,24
12,9,1967,13.5,18.25,23
12,10,1967,6,9.5,13
12,11,1967,4,12.5,21
12,12,1967,1,13.25,25.5
12,13,1967,0,14,28
12,14,1967,8,11,14
12,15,1967,5,6.5,8
12,16,1967,4,8,12
12,17,1967,3,9,15
12,18,1967,4,12.5,21
12,19,1967,5,14,23
12,20,1967,3,12,21
12,21,1967,6,10,14
12,22,1967,9,11,13
12,23,1967,2,8.5,15
12,24,1967,2.5,12.25,22
12,25,1967,1,10,19
12,26,1967,0,10,20
12,27,1967,2,13,24
12,28,1967,1.5,9,16.5
12,29,1967,2,7.5,13
12,30,1967,3.5,12,20.5
12,31,1967,7,11,15
1,1,1968,7,11,15
1,2,1968,8,11,14
1,3,1968,7.5,12.75,18
1,4,1968,9.5,11.75,14
1,5,1968,7,9.75,12.5
1,6,1968,8,11,14
1,7,1968,3,13,23
1,8,1968,6,9.5,13
1,9,1968,11,13,15
1,10,1968,6,8,10
1,11,1968,5,8,11
1,12,1968,5.5,11.25,17
1,13,1968,4,11,18
1,14,1968,5,12,19
1,15,1968,4,12.5,21
1,16,1968,7,12.25,17.5
1,17,1968,8,14,20
1,18,1968,12,18.5,25
1,19,1968,5.5,11.75,18
1,20,1968,5,12,19
1,21,1968,6,13.5,21
1,22,1968,5,13.5,22
1,23,1968,9,15.75,22.5
1,24,1968,7.5,15.25,23
1,25,1968,6.5,13.25,20
1,26,1968,6,14.5,23
1,27,1968,9,15,21
1,28,1968,9,14.5,20
1,29,1968,12,17,22
1,30,1968,14,16.5,19
1,31,1968,15,19.5,24
2,1,1968,9.5,16.75,24
2,2,1968,11,15,19
2,3,1968,7,12.5,18
2,4,1968,8,12,16
2,5,1968,7,15.5,24
2,6,1968,8,15.5,23
2,7,1968,8,14.5,21
2,8,1968,7,12.5,18
2,9,1968,8,12,16
2,10,1968,7,11,15
2,11,1968,9,13,17
2,12,1968,10,14.5,19
2,13,1968,11.5,13.25,15
2,14,1968,5,7.5,10
2,15,1968,5,8.5,12
2,16,1968,6,11.5,17
2,17,1968,6.5,12.25,18
2,18,1968,9,14,19
2,19,1968,10,12.5,15
2,20,1968,7,16.5,26
2,21,1968,8,19,30
2,22,1968,3,9.5,16
2,23,1968,3,10.5,18
2,24,1968,4,14.5,25
2,25,1968,4.5,15.75,27
2,26,1968,5,13,21
2,27,1968,14,17.75,21.5
2,28,1968,12.5,21.25,30
2,29,1968,9,13.5,18
3,1,1968,6,13.25,20.5
3,2,1968,6.5,17.25,28
3,3,1968,6,16.5,27
3,4,1968,4,5,6
3,5,1968,3.5,6.25,9
3,6,1968,4.5,11.5,18.5
3,7,1968,8,14.5,21
3,8,1968,9.5,16.25,23
3,9,1968,10.5,16.25,22
3,10,1968,9.5,15.75,22
3,11,1968,8.5,19.75,31
3,12,1968,5,11.25,17.5
3,13,1968,5,12,19
3,14,1968,5,14,23
3,15,1968,8,16,24
3,16,1968,13,16.5,20
3,17,1968,12,16.5,21
3,18,1968,13,20.5,28
3,19,1968,14,21.5,29
3,20,1968,16,22,28
3,21,1968,7,17,27
3,22,1968,6,13,20
3,23,1968,7,15,23
3,24,1968,5,15,25
3,25,1968,7,17.5,28
3,26,1968,12,19,26
3,27,1968,13,18,23
3,28,1968,15,18.5,22
3,29,1968,15,19.5,24
3,30,1968,14,22,30
3,31,1968,14,19.5,25
4,1,1968,13,20,27
4,2,1968,15,24.5,34
4,3,1968,16,27,38
4,4,1968,16,24,32
4,5,1968,19,24.25,29.5
4,6,1968,10,18.5,27
4,7,1968,13,21.5,30
4,8,1968,18,24,30
4,9,1968,18,24.5,31
4,10,1968,19,23.5,28
4,11,1968,13,22.5,32
4,12,1968,15,24.5,34
4,13,1968,18,26.5,35
4,14,1968,13,22,31
4,15,1968,11,19.5,28
4,16,1968,14,23,32
4,17,1968,19,27.75,36.5
4,18,1968,22,27.25,32.5
4,19,1968,21,26.5,32
4,20,1968,21,24.5,28
4,21,1968,17,23,29
4,22,1968,18,26.5,35
4,23,1968,19,21.75,24.5
4,24,1968,15,18.75,22.5
4,25,1968,12.5,24,35.5
4,26,1968,15,25.25,35.5
4,27,1968,15,25,35
4,28,1968,17,25.25,33.5
4,29,1968,17,17.75,18.5
4,30,1968,14.5,19.25,24
5,1,1968,14,20.25,26.5
5,2,1968,15.5,24,32.5
5,3,1968,20.5,26.25,32
5,4,1968,19,26.25,33.5
5,5,1968,22,29,36
5,6,1968,15,23,31
5,7,1968,20,24.5,29
5,8,1968,19,24.5,30
5,9,1968,20,24,28
5,10,1968,19,24.25,29.5
5,11,1968,20,24,28
5,12,1968,23,26.5,30
5,13,1968,18,25.5,33
5,14,1968,22.5,26,29.5
5,15,1968,22,27.5,33
