Mes,Dia,Anio,Tmin,Tmax,Tavg
12,17,1938,NaN,NaN,NaN
12,18,1938,NaN,NaN,NaN
12,19,1938,NaN,NaN,NaN
12,20,1938,NaN,NaN,NaN
12,21,1938,NaN,NaN,NaN
12,22,1938,NaN,NaN,NaN
12,23,1938,NaN,NaN,NaN
12,24,1938,NaN,NaN,NaN
12,25,1938,NaN,NaN,NaN
12,26,1938,NaN,NaN,NaN
12,27,1938,NaN,NaN,NaN
12,28,1938,NaN,NaN,NaN
12,29,1938,NaN,NaN,NaN
12,30,1938,NaN,NaN,NaN
12,31,1938,NaN,NaN,NaN
1,1,1939,NaN,NaN,NaN
1,2,1939,NaN,NaN,NaN
1,3,1939,NaN,NaN,NaN
1,4,1939,NaN,NaN,NaN
1,5,1939,NaN,NaN,NaN
1,6,1939,NaN,NaN,NaN
1,7,1939,NaN,NaN,NaN
1,8,1939,NaN,NaN,NaN
1,9,1939,NaN,NaN,NaN
1,10,1939,NaN,NaN,NaN
1,11,1939,NaN,NaN,NaN
1,12,1939,NaN,NaN,NaN
1,13,1939,NaN,NaN,NaN
1,14,1939,NaN,NaN,NaN
1,15,1939,NaN,NaN,NaN
1,16,1939,NaN,NaN,NaN
1,17,1939,NaN,NaN,NaN
1,18,1939,NaN,NaN,NaN
1,19,1939,NaN,NaN,NaN
1,20,1939,NaN,NaN,NaN
1,21,1939,NaN,NaN,NaN
1,22,1939,NaN,NaN,NaN
1,23,1939,NaN,NaN,NaN
1,24,1939,NaN,NaN,NaN
1,25,1939,NaN,NaN,NaN
1,26,1939,NaN,NaN,NaN
1,27,1939,NaN,NaN,NaN
1,28,1939,NaN,NaN,NaN
1,29,1939,NaN,NaN,NaN
1,30,1939,NaN,NaN,NaN
1,31,1939,NaN,NaN,NaN
2,1,1939,NaN,NaN,NaN
2,2,1939,NaN,NaN,NaN
2,3,1939,NaN,NaN,NaN
2,4,1939,NaN,NaN,NaN
2,5,1939,NaN,NaN,NaN
2,6,1939,NaN,NaN,NaN
2,7,1939,NaN,NaN,NaN
2,8,1939,NaN,NaN,NaN
2,9,1939,NaN,NaN,NaN
2,10,1939,NaN,NaN,NaN
2,11,1939,NaN,NaN,NaN
2,12,1939,NaN,NaN,NaN
2,13,1939,NaN,NaN,NaN
2,14,1939,NaN,NaN,NaN
2,15,1939,NaN,NaN,NaN
2,16,1939,NaN,NaN,NaN
2,17,1939,NaN,NaN,NaN
2,18,1939,NaN,NaN,NaN
2,19,1939,NaN,NaN,NaN
2,20,1939,NaN,NaN,NaN
2,21,1939,NaN,NaN,NaN
2,22,1939,NaN,NaN,NaN
2,23,1939,NaN,NaN,NaN
2,24,1939,NaN,NaN,NaN
2,25,1939,NaN,NaN,NaN
2,26,1939,NaN,NaN,NaN
2,27,1939,NaN,NaN,NaN
2,28,1939,NaN,NaN,NaN
3,1,1939,NaN,NaN,NaN
3,2,1939,NaN,NaN,NaN
3,3,1939,NaN,NaN,NaN
3,4,1939,NaN,NaN,NaN
3,5,1939,NaN,NaN,NaN
3,6,1939,NaN,NaN,NaN
3,7,1939,NaN,NaN,NaN
3,8,1939,NaN,NaN,NaN
3,9,1939,NaN,NaN,NaN
3,10,1939,NaN,NaN,NaN
3,11,1939,NaN,NaN,NaN
3,12,1939,NaN,NaN,NaN
3,13,1939,NaN,NaN,NaN
3,14,1939,NaN,NaN,NaN
3,15,1939,NaN,NaN,NaN
3,16,1939,NaN,NaN,NaN
3,17,1939,NaN,NaN,NaN
3,18,1939,NaN,NaN,NaN
3,19,1939,NaN,NaN,NaN
3,20,1939,NaN,NaN,NaN
3,21,1939,NaN,NaN,NaN
3,22,1939,NaN,NaN,NaN
3,23,1939,NaN,NaN,NaN
3,24,1939,NaN,NaN,NaN
3,25,1939,NaN,NaN,NaN
3,26,1939,NaN,NaN,NaN
3,27,1939,NaN,NaN,NaN
3,28,1939,NaN,NaN,NaN
3,29,1939,NaN,NaN,NaN
3,30,1939,NaN,NaN,NaN
3,31,1939,NaN,NaN,NaN
4,1,1939,NaN,NaN,NaN
4,2,1939,NaN,NaN,NaN
4,3,1939,NaN,NaN,NaN
4,4,1939,NaN,NaN,NaN
4,5,1939,NaN,NaN,NaN
4,6,1939,NaN,NaN,NaN
4,7,1939,NaN,NaN,NaN
4,8,1939,NaN,NaN,NaN
4,9,1939,NaN,NaN,NaN
4,10,1939,NaN,NaN,NaN
4,11,1939,NaN,NaN,NaN
4,12,1939,NaN,NaN,NaN
4,13,1939,NaN,NaN,NaN
4,14,1939,NaN,NaN,NaN
4,15,1939,NaN,NaN,NaN
4,16,1939,NaN,NaN,NaN
4,17,1939,NaN,NaN,NaN
4,18,1939,NaN,NaN,NaN
4,19,1939,NaN,NaN,NaN
4,20,1939,NaN,NaN,NaN
4,21,1939,NaN,NaN,NaN
4,22,1939,NaN,NaN,NaN
4,23,1939,NaN,NaN,NaN
4,24,1939,NaN,NaN,NaN
4,25,1939,NaN,NaN,NaN
4,26,1939,NaN,NaN,NaN
4,27,1939,NaN,NaN,NaN
4,28,1939,NaN,NaN,NaN
4,29,1939,NaN,NaN,NaN
4,30,1939,NaN,NaN,NaN
5,1,1939,NaN,NaN,NaN
5,2,1939,NaN,NaN,NaN
5,3,1939,NaN,NaN,NaN
5,4,1939,NaN,NaN,NaN
5,5,1939,NaN,NaN,NaN
5,6,1939,NaN,NaN,NaN
5,7,1939,NaN,NaN,NaN
5,8,1939,NaN,NaN,NaN
5,9,1939,NaN,NaN,NaN
5,10,1939,NaN,NaN,NaN
5,11,1939,NaN,NaN,NaN
5,12,1939,NaN,NaN,NaN
5,13,1939,NaN,NaN,NaN
5,14,1939,NaN,NaN,NaN
5,15,1939,NaN,NaN,NaN
5,16,1939,NaN,NaN,NaN
5,17,1939,NaN,NaN,NaN
5,18,1939,NaN,NaN,NaN
5,19,1939,NaN,NaN,NaN
5,20,1939,NaN,NaN,NaN
5,21,1939,NaN,NaN,NaN
5,22,1939,NaN,NaN,NaN
5,23,1939,NaN,NaN,NaN
5,24,1939,NaN,NaN,NaN
5,25,1939,NaN,NaN,NaN
5,26,1939,NaN,NaN,NaN
5,27,1939,NaN,NaN,NaN
5,28,1939,NaN,NaN,NaN
5,29,1939,NaN,NaN,NaN
5,30,1939,NaN,NaN,NaN
5,31,1939,NaN,NaN,NaN
6,1,1939,NaN,NaN,NaN
6,2,1939,NaN,NaN,NaN
6,3,1939,NaN,NaN,NaN
6,4,1939,NaN,NaN,NaN
6,5,1939,NaN,NaN,NaN
6,6,1939,NaN,NaN,NaN
6,7,1939,NaN,NaN,NaN
6,8,1939,NaN,NaN,NaN
6,9,1939,NaN,NaN,NaN
6,10,1939,NaN,NaN,NaN
6,11,1939,NaN,NaN,NaN
6,12,1939,NaN,NaN,NaN
6,13,1939,NaN,NaN,NaN
6,14,1939,NaN,NaN,NaN
6,15,1939,NaN,NaN,NaN
6,16,1939,NaN,NaN,NaN
6,17,1939,NaN,NaN,NaN
6,18,1939,NaN,NaN,NaN
6,19,1939,NaN,NaN,NaN
6,20,1939,NaN,NaN,NaN
6,21,1939,NaN,NaN,NaN
6,22,1939,NaN,NaN,NaN
6,23,1939,NaN,NaN,NaN
6,24,1939,NaN,NaN,NaN
6,25,1939,NaN,NaN,NaN
6,26,1939,NaN,NaN,NaN
6,27,1939,NaN,NaN,NaN
6,28,1939,NaN,NaN,NaN
6,29,1939,NaN,NaN,NaN
6,30,1939,NaN,NaN,NaN
7,1,1939,NaN,NaN,NaN
7,2,1939,NaN,NaN,NaN
7,3,1939,NaN,NaN,NaN
7,4,1939,NaN,NaN,NaN
7,5,1939,NaN,NaN,NaN
7,6,1939,NaN,NaN,NaN
7,7,1939,NaN,NaN,NaN
7,8,1939,NaN,NaN,NaN
7,9,1939,NaN,NaN,NaN
7,10,1939,NaN,NaN,NaN
7,11,1939,NaN,NaN,NaN
7,12,1939,NaN,NaN,NaN
7,13,1939,NaN,NaN,NaN
7,14,1939,NaN,NaN,NaN
7,15,1939,NaN,NaN,NaN
7,16,1939,NaN,NaN,NaN
7,17,1939,NaN,NaN,NaN
7,18,1939,NaN,NaN,NaN
7,19,1939,NaN,NaN,NaN
7,20,1939,NaN,NaN,NaN
7,21,1939,NaN,NaN,NaN
7,22,1939,NaN,NaN,NaN
7,23,1939,NaN,NaN,NaN
7,24,1939,NaN,NaN,NaN
7,25,1939,NaN,NaN,NaN
7,26,1939,NaN,NaN,NaN
7,27,1939,NaN,NaN,NaN
7,28,1939,NaN,NaN,NaN
7,29,1939,NaN,NaN,NaN
7,30,1939,NaN,NaN,NaN
7,31,1939,NaN,NaN,NaN
8,1,1939,NaN,NaN,NaN
8,2,1939,NaN,NaN,NaN
8,3,1939,NaN,NaN,NaN
8,4,1939,NaN,NaN,NaN
8,5,1939,NaN,NaN,NaN
8,6,1939,NaN,NaN,NaN
8,7,1939,NaN,NaN,NaN
8,8,1939,NaN,NaN,NaN
8,9,1939,NaN,NaN,NaN
8,10,1939,NaN,NaN,NaN
8,11,1939,NaN,NaN,NaN
8,12,1939,NaN,NaN,NaN
8,13,1939,NaN,NaN,NaN
8,14,1939,NaN,NaN,NaN
8,15,1939,NaN,NaN,NaN
8,16,1939,NaN,NaN,NaN
8,17,1939,NaN,NaN,NaN
8,18,1939,NaN,NaN,NaN
8,19,1939,NaN,NaN,NaN
8,20,1939,NaN,NaN,NaN
8,21,1939,NaN,NaN,NaN
8,22,1939,NaN,NaN,NaN
8,23,1939,NaN,NaN,NaN
8,24,1939,NaN,NaN,NaN
8,25,1939,NaN,NaN,NaN
8,26,1939,NaN,NaN,NaN
8,27,1939,NaN,NaN,NaN
8,28,1939,NaN,NaN,NaN
8,29,1939,NaN,NaN,NaN
8,30,1939,NaN,NaN,NaN
8,31,1939,NaN,NaN,NaN
9,1,1939,NaN,NaN,NaN
9,2,1939,NaN,NaN,NaN
9,3,1939,NaN,NaN,NaN
9,4,1939,NaN,NaN,NaN
9,5,1939,NaN,NaN,NaN
9,6,1939,NaN,NaN,NaN
9,7,1939,NaN,NaN,NaN
9,8,1939,NaN,NaN,NaN
9,9,1939,NaN,NaN,NaN
9,10,1939,NaN,NaN,NaN
9,11,1939,NaN,NaN,NaN
9,12,1939,NaN,NaN,NaN
9,13,1939,NaN,NaN,NaN
9,14,1939,NaN,NaN,NaN
9,15,1939,NaN,NaN,NaN
9,16,1939,NaN,NaN,NaN
9,17,1939,NaN,NaN,NaN
9,18,1939,NaN,NaN,NaN
9,19,1939,NaN,NaN,NaN
9,20,1939,NaN,NaN,NaN
9,21,1939,NaN,NaN,NaN
9,22,1939,NaN,NaN,NaN
9,23,1939,NaN,NaN,NaN
9,24,1939,NaN,NaN,NaN
9,25,1939,NaN,NaN,NaN
9,26,1939,NaN,NaN,NaN
9,27,1939,NaN,NaN,NaN
9,28,1939,NaN,NaN,NaN
9,29,1939,NaN,NaN,NaN
9,30,1939,NaN,NaN,NaN
10,1,1939,NaN,NaN,NaN
10,2,1939,NaN,NaN,NaN
10,3,1939,NaN,NaN,NaN
10,4,1939,NaN,NaN,NaN
10,5,1939,NaN,NaN,NaN
10,6,1939,NaN,NaN,NaN
10,7,1939,NaN,NaN,NaN
10,8,1939,NaN,NaN,NaN
10,9,1939,NaN,NaN,NaN
10,10,1939,NaN,NaN,NaN
10,11,1939,NaN,NaN,NaN
10,12,1939,NaN,NaN,NaN
10,13,1939,NaN,NaN,NaN
10,14,1939,NaN,NaN,NaN
10,15,1939,NaN,NaN,NaN
10,16,1939,NaN,NaN,NaN
10,17,1939,NaN,NaN,NaN
10,18,1939,NaN,NaN,NaN
10,19,1939,NaN,NaN,NaN
10,20,1939,NaN,NaN,NaN
10,21,1939,NaN,NaN,NaN
10,22,1939,NaN,NaN,NaN
10,23,1939,NaN,NaN,NaN
10,24,1939,NaN,NaN,NaN
10,25,1939,NaN,NaN,NaN
10,26,1939,NaN,NaN,NaN
10,27,1939,NaN,NaN,NaN
10,28,1939,NaN,NaN,NaN
10,29,1939,NaN,NaN,NaN
10,30,1939,NaN,NaN,NaN
10,31,1939,NaN,NaN,NaN
11,1,1939,NaN,NaN,NaN
11,2,1939,NaN,NaN,NaN
11,3,1939,NaN,NaN,NaN
11,4,1939,NaN,NaN,NaN
11,5,1939,NaN,NaN,NaN
11,6,1939,NaN,NaN,NaN
11,7,1939,NaN,NaN,NaN
11,8,1939,NaN,NaN,NaN
11,9,1939,NaN,NaN,NaN
11,10,1939,NaN,NaN,NaN
11,11,1939,NaN,NaN,NaN
11,12,1939,NaN,NaN,NaN
11,13,1939,NaN,NaN,NaN
11,14,1939,NaN,NaN,NaN
11,15,1939,NaN,NaN,NaN
11,16,1939,NaN,NaN,NaN
11,17,1939,NaN,NaN,NaN
11,18,1939,NaN,NaN,NaN
11,19,1939,NaN,NaN,NaN
11,20,1939,NaN,NaN,NaN
11,21,1939,NaN,NaN,NaN
11,22,1939,NaN,NaN,NaN
11,23,1939,NaN,NaN,NaN
11,24,1939,NaN,NaN,NaN
11,25,1939,NaN,NaN,NaN
11,26,1939,NaN,NaN,NaN
11,27,1939,NaN,NaN,NaN
11,28,1939,NaN,NaN,NaN
11,29,1939,NaN,NaN,NaN
11,30,1939,NaN,NaN,NaN
12,1,1939,NaN,NaN,NaN
12,2,1939,NaN,NaN,NaN
12,3,1939,NaN,NaN,NaN
12,4,1939,NaN,NaN,NaN
12,5,1939,NaN,NaN,NaN
12,6,1939,NaN,NaN,NaN
12,7,1939,NaN,NaN,NaN
12,8,1939,NaN,NaN,NaN
12,9,1939,NaN,NaN,NaN
12,10,1939,NaN,NaN,NaN
12,11,1939,NaN,NaN,NaN
12,12,1939,NaN,NaN,NaN
12,13,1939,NaN,NaN,NaN
12,14,1939,NaN,NaN,NaN
12,15,1939,NaN,NaN,NaN
12,16,1939,NaN,NaN,NaN
12,17,1939,NaN,NaN,NaN
12,18,1939,NaN,NaN,NaN
12,19,1939,NaN,NaN,NaN
12,20,1939,NaN,NaN,NaN
12,21,1939,NaN,NaN,NaN
12,22,1939,NaN,NaN,NaN
12,23,1939,NaN,NaN,NaN
12,24,1939,NaN,NaN,NaN
12,25,1939,NaN,NaN,NaN
12,26,1939,NaN,NaN,NaN
12,27,1939,NaN,NaN,NaN
12,28,1939,NaN,NaN,NaN
12,29,1939,NaN,NaN,NaN
12,30,1939,NaN,NaN,NaN
12,31,1939,NaN,NaN,NaN
1,1,1940,12.1,19.35,26.6
1,2,1940,10.3,13.75,17.2
1,3,1940,3.8,11.4,19
1,4,1940,11,17.9,24.8
1,5,1940,9,10.6,12.2
1,6,1940,8.9,12.05,15.2
1,7,1940,7.4,14.15,20.9
1,8,1940,8.1,9.15,10.2
1,9,1940,6.3,9.45,12.6
1,10,1940,10,16.65,23.3
1,11,1940,11.2,20.4,29.6
1,12,1940,14.7,20.25,25.8
1,13,1940,11.3,21.15,31
1,14,1940,9.6,13.5,17.4
1,15,1940,6.7,9.7,12.7
1,16,1940,5.1,9,12.9
1,17,1940,4,12.5,21
1,18,1940,2,12.95,23.9
1,19,1940,-3.2,-1.85,-0.5
1,20,1940,-4.6,-1.7,1.2
1,21,1940,-3.4,-0.35,2.7
1,22,1940,-1,0.5,2
1,23,1940,0.1,5.8,11.5
1,24,1940,1.4,3.5,5.6
1,25,1940,3.7,6.8,9.9
1,26,1940,-0.2,1.9,4
1,27,1940,0,1.3,2.6
1,28,1940,1.4,6.95,12.5
1,29,1940,5.5,13.4,21.3
1,30,1940,7.6,15.45,23.3
1,31,1940,11.7,17,22.3
2,1,1940,14.4,19.35,24.3
2,2,1940,14.1,19.7,25.3
2,3,1940,16.1,18.95,21.8
2,4,1940,15.1,18.35,21.6
2,5,1940,12.1,19.7,27.3
2,6,1940,11.5,15.5,19.5
2,7,1940,5.5,14.75,24
2,8,1940,9.9,20.4,30.9
2,9,1940,9.6,11.35,13.1
2,10,1940,3.1,13.2,23.3
2,11,1940,8.4,16.85,25.3
2,12,1940,9.2,18.7,28.2
2,13,1940,14.5,16.2,17.9
2,14,1940,7.4,9.05,10.7
2,15,1940,6.9,15.2,23.5
2,16,1940,11.7,13.65,15.6
2,17,1940,11.9,15.55,19.2
2,18,1940,10.4,16.6,22.8
2,19,1940,8,19.65,31.3
2,20,1940,7.5,12.45,17.4
2,21,1940,6.5,12.1,17.7
2,22,1940,6.1,11,15.9
2,23,1940,12.6,18.1,23.6
2,24,1940,12.9,20.6,28.3
2,25,1940,12.2,17.3,22.4
2,26,1940,12,17.9,23.8
2,27,1940,14.4,22.35,30.3
2,28,1940,15.7,26,36.3
2,29,1940,19.1,27.75,36.4
3,1,1940,17.4,28,38.6
3,2,1940,20,24.9,29.8
3,3,1940,14.4,21.1,27.8
3,4,1940,11.6,17.95,24.3
3,5,1940,15.7,17.25,18.8
3,6,1940,10.9,20.2,29.5
3,7,1940,15.1,19.7,24.3
3,8,1940,10.9,17.35,23.8
3,9,1940,12.1,21.35,30.6
3,10,1940,14,25.25,36.5
3,11,1940,17.2,25.5,33.8
3,12,1940,18,25.9,33.8
3,13,1940,13.6,15.85,18.1
3,14,1940,9.5,13.85,18.2
3,15,1940,6.8,13.6,20.4
3,16,1940,8,15.5,23
3,17,1940,10.8,21.3,31.8
3,18,1940,14.1,23.7,33.3
3,19,1940,14.5,20.2,25.9
3,20,1940,17.8,20.3,22.8
3,21,1940,13.7,20.95,28.2
3,22,1940,15.4,22.6,29.8
3,23,1940,15.5,20.25,25
3,24,1940,18,21.25,24.5
3,25,1940,9.9,10.35,10.8
3,26,1940,9,11.3,13.6
3,27,1940,9.5,19.4,29.3
3,28,1940,14.8,23.9,33
3,29,1940,17.2,25.6,34
3,30,1940,16.5,24.9,33.3
3,31,1940,17.6,25.45,33.3
4,1,1940,NaN,NaN,NaN
4,2,1940,NaN,NaN,NaN
4,3,1940,NaN,NaN,NaN
4,4,1940,NaN,NaN,NaN
4,5,1940,NaN,NaN,NaN
4,6,1940,NaN,NaN,NaN
4,7,1940,NaN,NaN,NaN
4,8,1940,NaN,NaN,NaN
4,9,1940,NaN,NaN,NaN
4,10,1940,NaN,NaN,NaN
4,11,1940,NaN,NaN,NaN
4,12,1940,NaN,NaN,NaN
4,13,1940,NaN,NaN,NaN
4,14,1940,NaN,NaN,NaN
4,15,1940,NaN,NaN,NaN
4,16,1940,NaN,NaN,NaN
4,17,1940,NaN,NaN,NaN
4,18,1940,NaN,NaN,NaN
4,19,1940,NaN,NaN,NaN
4,20,1940,NaN,NaN,NaN
4,21,1940,NaN,NaN,NaN
4,22,1940,NaN,NaN,NaN
4,23,1940,NaN,NaN,NaN
4,24,1940,NaN,NaN,NaN
4,25,1940,NaN,NaN,NaN
4,26,1940,NaN,NaN,NaN
4,27,1940,NaN,NaN,NaN
4,28,1940,NaN,NaN,NaN
4,29,1940,NaN,NaN,NaN
4,30,1940,NaN,NaN,NaN
5,1,1940,NaN,NaN,NaN
5,2,1940,NaN,NaN,NaN
5,3,1940,NaN,NaN,NaN
5,4,1940,NaN,NaN,NaN
5,5,1940,NaN,NaN,NaN
5,6,1940,NaN,NaN,NaN
5,7,1940,NaN,NaN,NaN
5,8,1940,NaN,NaN,NaN
5,9,1940,NaN,NaN,NaN
5,10,1940,NaN,NaN,NaN
5,11,1940,NaN,NaN,NaN
5,12,1940,NaN,NaN,NaN
5,13,1940,NaN,NaN,NaN
5,14,1940,NaN,NaN,NaN
5,15,1940,NaN,NaN,NaN
5,16,1940,NaN,NaN,NaN
5,17,1940,NaN,NaN,NaN
5,18,1940,NaN,NaN,NaN
5,19,1940,NaN,NaN,NaN
5,20,1940,NaN,NaN,NaN
5,21,1940,NaN,NaN,NaN
5,22,1940,NaN,NaN,NaN
5,23,1940,NaN,NaN,NaN
5,24,1940,NaN,NaN,NaN
5,25,1940,NaN,NaN,NaN
5,26,1940,NaN,NaN,NaN
5,27,1940,NaN,NaN,NaN
5,28,1940,NaN,NaN,NaN
5,29,1940,NaN,NaN,NaN
5,30,1940,NaN,NaN,NaN
5,31,1940,NaN,NaN,NaN
6,1,1940,NaN,NaN,NaN
6,2,1940,NaN,NaN,NaN
6,3,1940,NaN,NaN,NaN
6,4,1940,NaN,NaN,NaN
6,5,1940,NaN,NaN,NaN
6,6,1940,NaN,NaN,NaN
6,7,1940,NaN,NaN,NaN
6,8,1940,NaN,NaN,NaN
6,9,1940,NaN,NaN,NaN
6,10,1940,NaN,NaN,NaN
6,11,1940,NaN,NaN,NaN
6,12,1940,NaN,NaN,NaN
6,13,1940,NaN,NaN,NaN
6,14,1940,NaN,NaN,NaN
6,15,1940,NaN,NaN,NaN
6,16,1940,NaN,NaN,NaN
6,17,1940,NaN,NaN,NaN
6,18,1940,NaN,NaN,NaN
6,19,1940,NaN,NaN,NaN
6,20,1940,NaN,NaN,NaN
6,21,1940,NaN,NaN,NaN
6,22,1940,NaN,NaN,NaN
6,23,1940,NaN,NaN,NaN
6,24,1940,NaN,NaN,NaN
6,25,1940,NaN,NaN,NaN
6,26,1940,NaN,NaN,NaN
6,27,1940,NaN,NaN,NaN
6,28,1940,NaN,NaN,NaN
6,29,1940,NaN,NaN,NaN
6,30,1940,NaN,NaN,NaN
7,1,1940,NaN,NaN,NaN
7,2,1940,NaN,NaN,NaN
7,3,1940,NaN,NaN,NaN
7,4,1940,NaN,NaN,NaN
7,5,1940,NaN,NaN,NaN
7,6,1940,NaN,NaN,NaN
7,7,1940,NaN,NaN,NaN
7,8,1940,NaN,NaN,NaN
7,9,1940,NaN,NaN,NaN
7,10,1940,NaN,NaN,NaN
7,11,1940,NaN,NaN,NaN
7,12,1940,NaN,NaN,NaN
7,13,1940,NaN,NaN,NaN
7,14,1940,NaN,NaN,NaN
7,15,1940,NaN,NaN,NaN
7,16,1940,NaN,NaN,NaN
7,17,1940,NaN,NaN,NaN
7,18,1940,NaN,NaN,NaN
7,19,1940,NaN,NaN,NaN
7,20,1940,NaN,NaN,NaN
7,21,1940,NaN,NaN,NaN
7,22,1940,NaN,NaN,NaN
7,23,1940,NaN,NaN,NaN
7,24,1940,NaN,NaN,NaN
7,25,1940,NaN,NaN,NaN
7,26,1940,NaN,NaN,NaN
7,27,1940,NaN,NaN,NaN
7,28,1940,NaN,NaN,NaN
7,29,1940,NaN,NaN,NaN
7,30,1940,NaN,NaN,NaN
7,31,1940,NaN,NaN,NaN
8,1,1940,NaN,NaN,NaN
8,2,1940,NaN,NaN,NaN
8,3,1940,NaN,NaN,NaN
8,4,1940,NaN,NaN,NaN
8,5,1940,NaN,NaN,NaN
8,6,1940,NaN,NaN,NaN
8,7,1940,NaN,NaN,NaN
8,8,1940,NaN,NaN,NaN
8,9,1940,NaN,NaN,NaN
8,10,1940,NaN,NaN,NaN
8,11,1940,NaN,NaN,NaN
8,12,1940,NaN,NaN,NaN
8,13,1940,NaN,NaN,NaN
8,14,1940,NaN,NaN,NaN
8,15,1940,NaN,NaN,NaN
8,16,1940,NaN,NaN,NaN
8,17,1940,NaN,NaN,NaN
8,18,1940,NaN,NaN,NaN
8,19,1940,NaN,NaN,NaN
8,20,1940,NaN,NaN,NaN
8,21,1940,NaN,NaN,NaN
8,22,1940,NaN,NaN,NaN
8,23,1940,NaN,NaN,NaN
8,24,1940,NaN,NaN,NaN
8,25,1940,NaN,NaN,NaN
8,26,1940,NaN,NaN,NaN
8,27,1940,NaN,NaN,NaN
8,28,1940,NaN,NaN,NaN
8,29,1940,NaN,NaN,NaN
8,30,1940,NaN,NaN,NaN
8,31,1940,NaN,NaN,NaN
9,1,1940,NaN,NaN,NaN
9,2,1940,NaN,NaN,NaN
9,3,1940,NaN,NaN,NaN
9,4,1940,NaN,NaN,NaN
9,5,1940,NaN,NaN,NaN
9,6,1940,NaN,NaN,NaN
9,7,1940,NaN,NaN,NaN
9,8,1940,NaN,NaN,NaN
9,9,1940,NaN,NaN,NaN
9,10,1940,NaN,NaN,NaN
9,11,1940,NaN,NaN,NaN
9,12,1940,NaN,NaN,NaN
9,13,1940,NaN,NaN,NaN
9,14,1940,NaN,NaN,NaN
9,15,1940,NaN,NaN,NaN
9,16,1940,NaN,NaN,NaN
9,17,1940,NaN,NaN,NaN
9,18,1940,NaN,NaN,NaN
9,19,1940,NaN,NaN,NaN
9,20,1940,NaN,NaN,NaN
9,21,1940,NaN,NaN,NaN
9,22,1940,NaN,NaN,NaN
9,23,1940,NaN,NaN,NaN
9,24,1940,NaN,NaN,NaN
9,25,1940,NaN,NaN,NaN
9,26,1940,NaN,NaN,NaN
9,27,1940,NaN,NaN,NaN
9,28,1940,NaN,NaN,NaN
9,29,1940,NaN,NaN,NaN
9,30,1940,NaN,NaN,NaN
10,1,1940,NaN,NaN,NaN
10,2,1940,NaN,NaN,NaN
10,3,1940,NaN,NaN,NaN
10,4,1940,NaN,NaN,NaN
10,5,1940,NaN,NaN,NaN
10,6,1940,NaN,NaN,NaN
10,7,1940,NaN,NaN,NaN
10,8,1940,NaN,NaN,NaN
10,9,1940,NaN,NaN,NaN
10,10,1940,NaN,NaN,NaN
10,11,1940,NaN,NaN,NaN
10,12,1940,NaN,NaN,NaN
10,13,1940,NaN,NaN,NaN
10,14,1940,NaN,NaN,NaN
10,15,1940,NaN,NaN,NaN
10,16,1940,NaN,NaN,NaN
10,17,1940,NaN,NaN,NaN
10,18,1940,NaN,NaN,NaN
10,19,1940,NaN,NaN,NaN
10,20,1940,NaN,NaN,NaN
10,21,1940,NaN,NaN,NaN
10,22,1940,NaN,NaN,NaN
10,23,1940,NaN,NaN,NaN
10,24,1940,NaN,NaN,NaN
10,25,1940,NaN,NaN,NaN
10,26,1940,NaN,NaN,NaN
10,27,1940,NaN,NaN,NaN
10,28,1940,NaN,NaN,NaN
10,29,1940,NaN,NaN,NaN
10,30,1940,NaN,NaN,NaN
10,31,1940,NaN,NaN,NaN
11,1,1940,NaN,NaN,NaN
11,2,1940,NaN,NaN,NaN
11,3,1940,NaN,NaN,NaN
11,4,1940,NaN,NaN,NaN
11,5,1940,NaN,NaN,NaN
11,6,1940,NaN,NaN,NaN
11,7,1940,NaN,NaN,NaN
11,8,1940,NaN,NaN,NaN
11,9,1940,NaN,NaN,NaN
11,10,1940,NaN,NaN,NaN
11,11,1940,NaN,NaN,NaN
11,12,1940,NaN,NaN,NaN
11,13,1940,NaN,NaN,NaN
11,14,1940,NaN,NaN,NaN
11,15,1940,NaN,NaN,NaN
11,16,1940,NaN,NaN,NaN
11,17,1940,NaN,NaN,NaN
11,18,1940,NaN,NaN,NaN
11,19,1940,NaN,NaN,NaN
11,20,1940,NaN,NaN,NaN
11,21,1940,NaN,NaN,NaN
11,22,1940,NaN,NaN,NaN
11,23,1940,NaN,NaN,NaN
11,24,1940,NaN,NaN,NaN
11,25,1940,NaN,NaN,NaN
11,26,1940,NaN,NaN,NaN
11,27,1940,NaN,NaN,NaN
11,28,1940,NaN,NaN,NaN
11,29,1940,NaN,NaN,NaN
11,30,1940,NaN,NaN,NaN
12,1,1940,NaN,NaN,NaN
12,2,1940,NaN,NaN,NaN
12,3,1940,NaN,NaN,NaN
12,4,1940,NaN,NaN,NaN
12,5,1940,NaN,NaN,NaN
12,6,1940,NaN,NaN,NaN
12,7,1940,NaN,NaN,NaN
12,8,1940,NaN,NaN,NaN
12,9,1940,NaN,NaN,NaN
12,10,1940,NaN,NaN,NaN
12,11,1940,NaN,NaN,NaN
12,12,1940,NaN,NaN,NaN
12,13,1940,NaN,NaN,NaN
12,14,1940,NaN,NaN,NaN
12,15,1940,NaN,NaN,NaN
12,16,1940,NaN,NaN,NaN
12,17,1940,NaN,NaN,NaN
12,18,1940,NaN,NaN,NaN
12,19,1940,NaN,NaN,NaN
12,20,1940,NaN,NaN,NaN
12,21,1940,NaN,NaN,NaN
12,22,1940,NaN,NaN,NaN
12,23,1940,NaN,NaN,NaN
